label,x,y,z
26807,3.6526732,0.0933333,-0.1009525
26808,3.7025743,0.0933333,-0.1009525
26809,3.7524753,0.0933333,-0.1009525
26810,3.8023763,0.0933333,-0.1009525
26811,3.8522773,0.0933333,-0.1009525
26812,3.9021783,0.0933333,-0.1009525
26813,3.9520793,0.0933333,-0.1009525
26814,4.0019803,0.0933333,-0.1009525
26815,4.0518813,0.0933333,-0.1009525
26816,4.1017823,0.0933333,-0.1009525
26817,4.1516833,0.0933333,-0.1009525
26818,4.2015843,0.0933333,-0.1009525
26819,4.2514853,0.0933333,-0.1009525
26820,4.3013864,0.0933333,-0.1009525
26821,4.3512874,0.0933333,-0.1009525
26822,4.4011879,0.0933333,-0.1009525
26823,4.4510889,0.0933333,-0.1009525
26824,4.5009899,0.0933333,-0.1009525
26825,4.5508909,0.0933333,-0.1009525
26826,4.6007919,0.0933333,-0.1009525
26827,4.6506929,0.0933333,-0.1009525
26828,4.7005939,0.0933333,-0.1009525
26829,4.750495,0.0933333,-0.1009525
26830,4.800396,0.0933333,-0.1009525
26831,4.850297,0.0933333,-0.1009525
26832,4.900198,0.0933333,-0.1009525
26833,4.950099,0.0933333,-0.1009525
26834,5.0,0.0933333,-0.1009525
26835,5.049901,0.0933333,-0.1009525
26836,5.099802,0.0933333,-0.1009525
26837,5.149703,0.0933333,-0.1009525
26838,5.199604,0.0933333,-0.1009525
26839,5.249505,0.0933333,-0.1009525
26840,5.2994061,0.0933333,-0.1009525
26841,5.3493071,0.0933333,-0.1009525
26842,5.3992081,0.0933333,-0.1009525
26843,5.4491091,0.0933333,-0.1009525
26844,5.4990101,0.0933333,-0.1009525
26845,5.5489111,0.0933333,-0.1009525
26846,5.5988121,0.0933333,-0.1009525
26847,5.6487126,0.0933333,-0.1009525
26848,5.6986136,0.0933333,-0.1009525
26849,5.7485147,0.0933333,-0.1009525
26850,5.7984157,0.0933333,-0.1009525
26851,5.8483167,0.0933333,-0.1009525
26852,5.8982177,0.0933333,-0.1009525
26853,5.9481187,0.0933333,-0.1009525
26854,5.9980197,0.0933333,-0.1009525
26855,6.0479207,0.0933333,-0.1009525
26856,6.0978217,0.0933333,-0.1009525
26857,6.1477227,0.0933333,-0.1009525
26858,6.1976237,0.0933333,-0.1009525
26859,6.2475247,0.0933333,-0.1009525
26860,6.2974257,0.0933333,-0.1009525
26861,6.3473268,0.0933333,-0.1009525
26862,6.3972278,0.0933333,-0.1009525
26863,6.4471288,0.0933333,-0.1009525
26864,6.4970298,0.0933333,-0.1009525
26865,6.5469308,0.0933333,-0.1009525
26866,6.5968318,0.0933333,-0.1009525
26867,6.6467328,0.0933333,-0.1009525
26868,6.6966338,0.0933333,-0.1009525
26869,6.7465348,0.0933333,-0.1009525
26870,6.7964358,0.0933333,-0.1009525
26871,6.8463368,0.0933333,-0.1009525
26872,6.8962379,0.0933333,-0.1009525
26873,6.9461384,0.0933333,-0.1009525
26874,6.9960394,0.0933333,-0.1009525
26875,7.0459404,0.0933333,-0.1009525
26876,7.0958414,0.0933333,-0.1009525
26877,7.1457424,0.0933333,-0.1009525
26878,7.1956434,0.0933333,-0.1009525
26879,7.2455444,0.0933333,-0.1009525
26880,7.2954454,0.0933333,-0.1009525
26881,7.3453465,0.0933333,-0.1009525
26882,7.3952475,0.0933333,-0.1009525
26883,7.4451485,0.0933333,-0.1009525
26884,7.4950495,0.0933333,-0.1009525
26885,7.5449505,0.0933333,-0.1009525
26886,7.5948515,0.0933333,-0.1009525
26887,7.6447525,0.0933333,-0.1009525
26888,7.6946535,0.0933333,-0.1009525
26889,7.7445545,0.0933333,-0.1009525
26890,7.7944555,0.0933333,-0.1009525
26891,7.8443565,0.0933333,-0.1009525
26892,7.8942575,0.0933333,-0.1009525
26893,7.9441586,0.0933333,-0.1009525
26894,7.9940596,0.0933333,-0.1009525
26895,8.0439606,0.0933333,-0.1009525
26896,8.0938616,0.0933333,-0.1009525
26897,8.1437626,0.0933333,-0.1009525
26898,8.1936636,0.0933333,-0.1009525
26899,8.2435646,0.0933333,-0.1009525
26900,8.2934656,0.0933333,-0.1009525
26901,8.3433666,0.0933333,-0.1009525
26902,8.3932676,0.0933333,-0.1009525
26903,8.4431686,0.0933333,-0.1009525
26904,8.4930696,0.0933333,-0.1009525
26905,8.5429707,0.0933333,-0.1009525
26906,8.5928717,0.0933333,-0.1009525
26907,8.6427727,0.0933333,-0.1009525
26908,8.6926737,0.0933333,-0.1009525
26909,8.7425747,0.0933333,-0.1009525
26910,8.7924757,0.0933333,-0.1009525
26911,8.8423767,0.0933333,-0.1009525
26912,8.8922768,0.0933333,-0.1009525
26913,8.9421778,0.0933333,-0.1009525
26914,8.9920788,0.0933333,-0.1009525
26915,9.0419798,0.0933333,-0.1009525
26916,9.0918808,0.0933333,-0.1009525
26917,9.1417818,0.0933333,-0.1009525
26918,9.1916828,0.0933333,-0.1009525
26919,9.2415838,0.0933333,-0.1009525
26920,9.2914848,0.0933333,-0.1009525
26921,9.3413858,0.0933333,-0.1009525
26922,9.3912868,0.0933333,-0.1009525
26923,9.4411879,0.0933333,-0.1009525
26924,9.4910889,0.0933333,-0.1009525
26925,9.5409899,0.0933333,-0.1009525
26926,9.5908909,0.0933333,-0.1009525
26927,9.6407919,0.0933333,-0.1009525
26928,9.6906929,0.0933333,-0.1009525
26929,9.7405939,0.0933333,-0.1009525
26930,9.7904949,0.0933333,-0.1009525
26931,9.8403959,0.0933333,-0.1009525
26932,9.8902969,0.0933333,-0.1009525
26933,9.9401979,0.0933333,-0.1009525
26934,9.990099,0.0933333,-0.1009525
26935,0.009901,0.0933333,-0.0635136
26936,0.059802,0.0933333,-0.0635136
26937,0.109703,0.0933333,-0.0635136
26938,0.159604,0.0933333,-0.0635136
26939,0.2095049,0.0933333,-0.0635136
26940,0.2594059,0.0933333,-0.0635136
26941,0.3093069,0.0933333,-0.0635136
26942,0.3592079,0.0933333,-0.0635136
26943,0.4091089,0.0933333,-0.0635136
26944,0.4590099,0.0933333,-0.0635136
26945,0.5089109,0.0933333,-0.0635136
26946,0.5588119,0.0933333,-0.0635136
26947,0.6087129,0.0933333,-0.0635136
26948,0.6586139,0.0933333,-0.0635136
26949,0.7085149,0.0933333,-0.0635136
26950,0.7584158,0.0933333,-0.0635136
26951,0.8083168,0.0933333,-0.0635136
26952,0.8582178,0.0933333,-0.0635136
26953,0.9081188,0.0933333,-0.0635136
26954,0.9580198,0.0933333,-0.0635136
26955,1.0079207,0.0933333,-0.0635136
26956,1.0578218,0.0933333,-0.0635136
26957,1.1077228,0.0933333,-0.0635136
26958,1.1576238,0.0933333,-0.0635136
26959,1.2075248,0.0933333,-0.0635136
26960,1.2574258,0.0933333,-0.0635136
26961,1.3073267,0.0933333,-0.0635136
26962,1.3572277,0.0933333,-0.0635136
26963,1.4071287,0.0933333,-0.0635136
26964,1.4570297,0.0933333,-0.0635136
26965,1.5069307,0.0933333,-0.0635136
26966,1.5568317,0.0933333,-0.0635136
26967,1.6067327,0.0933333,-0.0635136
26968,1.6566336,0.0933333,-0.0635136
26969,1.7065346,0.0933333,-0.0635136
26970,1.7564356,0.0933333,-0.0635136
26971,1.8063366,0.0933333,-0.0635136
26972,1.8562376,0.0933333,-0.0635136
26973,1.9061387,0.0933333,-0.0635136
26974,1.9560395,0.0933333,-0.0635136
26975,2.0059407,0.0933333,-0.0635136
26976,2.0558417,0.0933333,-0.0635136
26977,2.1057427,0.0933333,-0.0635136
26978,2.1556435,0.0933333,-0.0635136
26979,2.2055445,0.0933333,-0.0635136
26980,2.2554455,0.0933333,-0.0635136
26981,2.3053465,0.0933333,-0.0635136
26982,2.3552475,0.0933333,-0.0635136
26983,2.4051485,0.0933333,-0.0635136
26984,2.4550495,0.0933333,-0.0635136
26985,2.5049505,0.0933333,-0.0635136
26986,2.5548515,0.0933333,-0.0635136
26987,2.6047525,0.0933333,-0.0635136
26988,2.6546535,0.0933333,-0.0635136
26989,2.7045546,0.0933333,-0.0635136
26990,2.7544553,0.0933333,-0.0635136
26991,2.8043563,0.0933333,-0.0635136
26992,2.8542573,0.0933333,-0.0635136
26993,2.9041584,0.0933333,-0.0635136
26994,2.9540594,0.0933333,-0.0635136
26995,3.0039604,0.0933333,-0.0635136
26996,3.0538614,0.0933333,-0.0635136
26997,3.1037624,0.0933333,-0.0635136
26998,3.1536634,0.0933333,-0.0635136
26999,3.2035644,0.0933333,-0.0635136
27000,3.2534654,0.0933333,-0.0635136
27001,3.3033664,0.0933333,-0.0635136
27002,3.3532674,0.0933333,-0.0635136
27003,3.4031682,0.0933333,-0.0635136
27004,3.4530692,0.0933333,-0.0635136
27005,3.5029702,0.0933333,-0.0635136
27006,3.5528712,0.0933333,-0.0635136
27007,3.6027722,0.0933333,-0.0635136
27008,3.6526732,0.0933333,-0.0635136
27009,3.7025743,0.0933333,-0.0635136
27010,3.7524753,0.0933333,-0.0635136
27011,3.8023763,0.0933333,-0.0635136
27012,3.8522773,0.0933333,-0.0635136
27013,3.9021783,0.0933333,-0.0635136
27014,3.9520793,0.0933333,-0.0635136
27015,4.0019803,0.0933333,-0.0635136
27016,4.0518813,0.0933333,-0.0635136
27017,4.1017823,0.0933333,-0.0635136
27018,4.1516833,0.0933333,-0.0635136
27019,4.2015843,0.0933333,-0.0635136
27020,4.2514853,0.0933333,-0.0635136
27021,4.3013864,0.0933333,-0.0635136
27022,4.3512874,0.0933333,-0.0635136
27023,4.4011879,0.0933333,-0.0635136
27024,4.4510889,0.0933333,-0.0635136
27025,4.5009899,0.0933333,-0.0635136
27026,4.5508909,0.0933333,-0.0635136
27027,4.6007919,0.0933333,-0.0635136
27028,4.6506929,0.0933333,-0.0635136
27029,4.7005939,0.0933333,-0.0635136
27030,4.750495,0.0933333,-0.0635136
27031,4.800396,0.0933333,-0.0635136
27032,4.850297,0.0933333,-0.0635136
27033,4.900198,0.0933333,-0.0635136
27034,4.950099,0.0933333,-0.0635136
27035,5.0,0.0933333,-0.0635136
27036,5.049901,0.0933333,-0.0635136
27037,5.099802,0.0933333,-0.0635136
27038,5.149703,0.0933333,-0.0635136
27039,5.199604,0.0933333,-0.0635136
27040,5.249505,0.0933333,-0.0635136
27041,5.2994061,0.0933333,-0.0635136
27042,5.3493071,0.0933333,-0.0635136
27043,5.3992081,0.0933333,-0.0635136
27044,5.4491091,0.0933333,-0.0635136
27045,5.4990101,0.0933333,-0.0635136
27046,5.5489111,0.0933333,-0.0635136
27047,5.5988121,0.0933333,-0.0635136
27048,5.6487126,0.0933333,-0.0635136
27049,5.6986136,0.0933333,-0.0635136
27050,5.7485147,0.0933333,-0.0635136
27051,5.7984157,0.0933333,-0.0635136
27052,5.8483167,0.0933333,-0.0635136
27053,5.8982177,0.0933333,-0.0635136
27054,5.9481187,0.0933333,-0.0635136
27055,5.9980197,0.0933333,-0.0635136
27056,6.0479207,0.0933333,-0.0635136
27057,6.0978217,0.0933333,-0.0635136
27058,6.1477227,0.0933333,-0.0635136
27059,6.1976237,0.0933333,-0.0635136
27060,6.2475247,0.0933333,-0.0635136
27061,6.2974257,0.0933333,-0.0635136
27062,6.3473268,0.0933333,-0.0635136
27063,6.3972278,0.0933333,-0.0635136
27064,6.4471288,0.0933333,-0.0635136
27065,6.4970298,0.0933333,-0.0635136
27066,6.5469308,0.0933333,-0.0635136
27067,6.5968318,0.0933333,-0.0635136
27068,6.6467328,0.0933333,-0.0635136
27069,6.6966338,0.0933333,-0.0635136
27070,6.7465348,0.0933333,-0.0635136
27071,6.7964358,0.0933333,-0.0635136
27072,6.8463368,0.0933333,-0.0635136
27073,6.8962379,0.0933333,-0.0635136
27074,6.9461384,0.0933333,-0.0635136
27075,6.9960394,0.0933333,-0.0635136
27076,7.0459404,0.0933333,-0.0635136
27077,7.0958414,0.0933333,-0.0635136
27078,7.1457424,0.0933333,-0.0635136
27079,7.1956434,0.0933333,-0.0635136
27080,7.2455444,0.0933333,-0.0635136
27081,7.2954454,0.0933333,-0.0635136
27082,7.3453465,0.0933333,-0.0635136
27083,7.3952475,0.0933333,-0.0635136
27084,7.4451485,0.0933333,-0.0635136
27085,7.4950495,0.0933333,-0.0635136
27086,7.5449505,0.0933333,-0.0635136
27087,7.5948515,0.0933333,-0.0635136
27088,7.6447525,0.0933333,-0.0635136
27089,7.6946535,0.0933333,-0.0635136
27090,7.7445545,0.0933333,-0.0635136
27091,7.7944555,0.0933333,-0.0635136
27092,7.8443565,0.0933333,-0.0635136
27093,7.8942575,0.0933333,-0.0635136
27094,7.9441586,0.0933333,-0.0635136
27095,7.9940596,0.0933333,-0.0635136
27096,8.0439606,0.0933333,-0.0635136
27097,8.0938616,0.0933333,-0.0635136
27098,8.1437626,0.0933333,-0.0635136
27099,8.1936636,0.0933333,-0.0635136
27100,8.2435646,0.0933333,-0.0635136
27101,8.2934656,0.0933333,-0.0635136
27102,8.3433666,0.0933333,-0.0635136
27103,8.3932676,0.0933333,-0.0635136
27104,8.4431686,0.0933333,-0.0635136
27105,8.4930696,0.0933333,-0.0635136
27106,8.5429707,0.0933333,-0.0635136
27107,8.5928717,0.0933333,-0.0635136
27108,8.6427727,0.0933333,-0.0635136
27109,8.6926737,0.0933333,-0.0635136
27110,8.7425747,0.0933333,-0.0635136
27111,8.7924757,0.0933333,-0.0635136
27112,8.8423767,0.0933333,-0.0635136
27113,8.8922768,0.0933333,-0.0635136
27114,8.9421778,0.0933333,-0.0635136
27115,8.9920788,0.0933333,-0.0635136
27116,9.0419798,0.0933333,-0.0635136
27117,9.0918808,0.0933333,-0.0635136
27118,9.1417818,0.0933333,-0.0635136
27119,9.1916828,0.0933333,-0.0635136
27120,9.2415838,0.0933333,-0.0635136
27121,9.2914848,0.0933333,-0.0635136
27122,9.3413858,0.0933333,-0.0635136
27123,9.3912868,0.0933333,-0.0635136
27124,9.4411879,0.0933333,-0.0635136
27125,9.4910889,0.0933333,-0.0635136
27126,9.5409899,0.0933333,-0.0635136
27127,9.5908909,0.0933333,-0.0635136
27128,9.6407919,0.0933333,-0.0635136
27129,9.6906929,0.0933333,-0.0635136
27130,9.7405939,0.0933333,-0.0635136
27131,9.7904949,0.0933333,-0.0635136
27132,9.8403959,0.0933333,-0.0635136
27133,9.8902969,0.0933333,-0.0635136
27134,9.9401979,0.0933333,-0.0635136
27135,9.990099,0.0933333,-0.0635136
27136,0.009901,0.0933333,-0.03
27137,0.059802,0.0933333,-0.03
27138,0.109703,0.0933333,-0.03
27139,0.159604,0.0933333,-0.03
27140,0.2095049,0.0933333,-0.03
27141,0.2594059,0.0933333,-0.03
27142,0.3093069,0.0933333,-0.03
27143,0.3592079,0.0933333,-0.03
27144,0.4091089,0.0933333,-0.03
27145,0.4590099,0.0933333,-0.03
27146,0.5089109,0.0933333,-0.03
27147,0.5588119,0.0933333,-0.03
27148,0.6087129,0.0933333,-0.03
27149,0.6586139,0.0933333,-0.03
27150,0.7085149,0.0933333,-0.03
27151,0.7584158,0.0933333,-0.03
27152,0.8083168,0.0933333,-0.03
27153,0.8582178,0.0933333,-0.03
27154,0.9081188,0.0933333,-0.03
27155,0.9580198,0.0933333,-0.03
27156,1.0079207,0.0933333,-0.03
27157,1.0578218,0.0933333,-0.03
27158,1.1077228,0.0933333,-0.03
27159,1.1576238,0.0933333,-0.03
27160,1.2075248,0.0933333,-0.03
27161,1.2574258,0.0933333,-0.03
27162,1.3073267,0.0933333,-0.03
27163,1.3572277,0.0933333,-0.03
27164,1.4071287,0.0933333,-0.03
27165,1.4570297,0.0933333,-0.03
27166,1.5069307,0.0933333,-0.03
27167,1.5568317,0.0933333,-0.03
27168,1.6067327,0.0933333,-0.03
27169,1.6566336,0.0933333,-0.03
27170,1.7065346,0.0933333,-0.03
27171,1.7564356,0.0933333,-0.03
27172,1.8063366,0.0933333,-0.03
27173,1.8562376,0.0933333,-0.03
27174,1.9061387,0.0933333,-0.03
27175,1.9560395,0.0933333,-0.03
27176,2.0059407,0.0933333,-0.03
27177,2.0558417,0.0933333,-0.03
27178,2.1057427,0.0933333,-0.03
27179,2.1556435,0.0933333,-0.03
27180,2.2055445,0.0933333,-0.03
27181,2.2554455,0.0933333,-0.03
27182,2.3053465,0.0933333,-0.03
27183,2.3552475,0.0933333,-0.03
27184,2.4051485,0.0933333,-0.03
27185,2.4550495,0.0933333,-0.03
27186,2.5049505,0.0933333,-0.03
27187,2.5548515,0.0933333,-0.03
27188,2.6047525,0.0933333,-0.03
27189,2.6546535,0.0933333,-0.03
27190,2.7045546,0.0933333,-0.03
27191,2.7544553,0.0933333,-0.03
27192,2.8043563,0.0933333,-0.03
27193,2.8542573,0.0933333,-0.03
27194,2.9041584,0.0933333,-0.03
27195,2.9540594,0.0933333,-0.03
27196,3.0039604,0.0933333,-0.03
27197,3.0538614,0.0933333,-0.03
27198,3.1037624,0.0933333,-0.03
27199,3.1536634,0.0933333,-0.03
27200,3.2035644,0.0933333,-0.03
27201,3.2534654,0.0933333,-0.03
27202,3.3033664,0.0933333,-0.03
27203,3.3532674,0.0933333,-0.03
27204,3.4031682,0.0933333,-0.03
27205,3.4530692,0.0933333,-0.03
27206,3.5029702,0.0933333,-0.03
27207,3.5528712,0.0933333,-0.03
27208,3.6027722,0.0933333,-0.03
27209,3.6526732,0.0933333,-0.03
27210,3.7025743,0.0933333,-0.03
27211,3.7524753,0.0933333,-0.03
27212,3.8023763,0.0933333,-0.03
27213,3.8522773,0.0933333,-0.03
27214,3.9021783,0.0933333,-0.03
27215,3.9520793,0.0933333,-0.03
27216,4.0019803,0.0933333,-0.03
27217,4.0518813,0.0933333,-0.03
27218,4.1017823,0.0933333,-0.03
27219,4.1516833,0.0933333,-0.03
27220,4.2015843,0.0933333,-0.03
27221,4.2514853,0.0933333,-0.03
27222,4.3013864,0.0933333,-0.03
27223,4.3512874,0.0933333,-0.03
27224,4.4011879,0.0933333,-0.03
27225,4.4510889,0.0933333,-0.03
27226,4.5009899,0.0933333,-0.03
27227,4.5508909,0.0933333,-0.03
27228,4.6007919,0.0933333,-0.03
27229,4.6506929,0.0933333,-0.03
27230,4.7005939,0.0933333,-0.03
27231,4.750495,0.0933333,-0.03
27232,4.800396,0.0933333,-0.03
27233,4.850297,0.0933333,-0.03
27234,4.900198,0.0933333,-0.03
27235,4.950099,0.0933333,-0.03
27236,5.0,0.0933333,-0.03
27237,5.049901,0.0933333,-0.03
27238,5.099802,0.0933333,-0.03
27239,5.149703,0.0933333,-0.03
27240,5.199604,0.0933333,-0.03
27241,5.249505,0.0933333,-0.03
27242,5.2994061,0.0933333,-0.03
27243,5.3493071,0.0933333,-0.03
27244,5.3992081,0.0933333,-0.03
27245,5.4491091,0.0933333,-0.03
27246,5.4990101,0.0933333,-0.03
27247,5.5489111,0.0933333,-0.03
27248,5.5988121,0.0933333,-0.03
27249,5.6487126,0.0933333,-0.03
27250,5.6986136,0.0933333,-0.03
27251,5.7485147,0.0933333,-0.03
27252,5.7984157,0.0933333,-0.03
27253,5.8483167,0.0933333,-0.03
27254,5.8982177,0.0933333,-0.03
27255,5.9481187,0.0933333,-0.03
27256,5.9980197,0.0933333,-0.03
27257,6.0479207,0.0933333,-0.03
27258,6.0978217,0.0933333,-0.03
27259,6.1477227,0.0933333,-0.03
27260,6.1976237,0.0933333,-0.03
27261,6.2475247,0.0933333,-0.03
27262,6.2974257,0.0933333,-0.03
27263,6.3473268,0.0933333,-0.03
27264,6.3972278,0.0933333,-0.03
27265,6.4471288,0.0933333,-0.03
27266,6.4970298,0.0933333,-0.03
27267,6.5469308,0.0933333,-0.03
27268,6.5968318,0.0933333,-0.03
27269,6.6467328,0.0933333,-0.03
27270,6.6966338,0.0933333,-0.03
27271,6.7465348,0.0933333,-0.03
27272,6.7964358,0.0933333,-0.03
27273,6.8463368,0.0933333,-0.03
27274,6.8962379,0.0933333,-0.03
27275,6.9461384,0.0933333,-0.03
27276,6.9960394,0.0933333,-0.03
27277,7.0459404,0.0933333,-0.03
27278,7.0958414,0.0933333,-0.03
27279,7.1457424,0.0933333,-0.03
27280,7.1956434,0.0933333,-0.03
27281,7.2455444,0.0933333,-0.03
27282,7.2954454,0.0933333,-0.03
27283,7.3453465,0.0933333,-0.03
27284,7.3952475,0.0933333,-0.03
27285,7.4451485,0.0933333,-0.03
27286,7.4950495,0.0933333,-0.03
27287,7.5449505,0.0933333,-0.03
27288,7.5948515,0.0933333,-0.03
27289,7.6447525,0.0933333,-0.03
27290,7.6946535,0.0933333,-0.03
27291,7.7445545,0.0933333,-0.03
27292,7.7944555,0.0933333,-0.03
27293,7.8443565,0.0933333,-0.03
27294,7.8942575,0.0933333,-0.03
27295,7.9441586,0.0933333,-0.03
27296,7.9940596,0.0933333,-0.03
27297,8.0439606,0.0933333,-0.03
27298,8.0938616,0.0933333,-0.03
27299,8.1437626,0.0933333,-0.03
27300,8.1936636,0.0933333,-0.03
27301,8.2435646,0.0933333,-0.03
27302,8.2934656,0.0933333,-0.03
27303,8.3433666,0.0933333,-0.03
27304,8.3932676,0.0933333,-0.03
27305,8.4431686,0.0933333,-0.03
27306,8.4930696,0.0933333,-0.03
27307,8.5429707,0.0933333,-0.03
27308,8.5928717,0.0933333,-0.03
27309,8.6427727,0.0933333,-0.03
27310,8.6926737,0.0933333,-0.03
27311,8.7425747,0.0933333,-0.03
27312,8.7924757,0.0933333,-0.03
27313,8.8423767,0.0933333,-0.03
27314,8.8922768,0.0933333,-0.03
27315,8.9421778,0.0933333,-0.03
27316,8.9920788,0.0933333,-0.03
27317,9.0419798,0.0933333,-0.03
27318,9.0918808,0.0933333,-0.03
27319,9.1417818,0.0933333,-0.03
27320,9.1916828,0.0933333,-0.03
27321,9.2415838,0.0933333,-0.03
27322,9.2914848,0.0933333,-0.03
27323,9.3413858,0.0933333,-0.03
27324,9.3912868,0.0933333,-0.03
27325,9.4411879,0.0933333,-0.03
27326,9.4910889,0.0933333,-0.03
27327,9.5409899,0.0933333,-0.03
27328,9.5908909,0.0933333,-0.03
27329,9.6407919,0.0933333,-0.03
27330,9.6906929,0.0933333,-0.03
27331,9.7405939,0.0933333,-0.03
27332,9.7904949,0.0933333,-0.03
27333,9.8403959,0.0933333,-0.03
27334,9.8902969,0.0933333,-0.03
27335,9.9401979,0.0933333,-0.03
27336,9.990099,0.0933333,-0.03
27337,0.009901,0.1166667,-0.2416926
27338,0.059802,0.1166667,-0.2416926
27339,0.109703,0.1166667,-0.2416926
27340,0.159604,0.1166667,-0.2416926
27341,0.2095049,0.1166667,-0.2416926
27342,0.2594059,0.1166667,-0.2416926
27343,0.3093069,0.1166667,-0.2416926
27344,0.3592079,0.1166667,-0.2416926
27345,0.4091089,0.1166667,-0.2416926
27346,0.4590099,0.1166667,-0.2416926
27347,0.5089109,0.1166667,-0.2416926
27348,0.5588119,0.1166667,-0.2416926
27349,0.6087129,0.1166667,-0.2416926
27350,0.6586139,0.1166667,-0.2416926
27351,0.7085149,0.1166667,-0.2416926
27352,0.7584158,0.1166667,-0.2416926
27353,0.8083168,0.1166667,-0.2416926
27354,0.8582178,0.1166667,-0.2416926
27355,0.9081188,0.1166667,-0.2416926
27356,0.9580198,0.1166667,-0.2416926
27357,1.0079207,0.1166667,-0.2416926
27358,1.0578218,0.1166667,-0.2416926
27359,1.1077228,0.1166667,-0.2416926
27360,1.1576238,0.1166667,-0.2416926
27361,1.2075248,0.1166667,-0.2416926
27362,1.2574258,0.1166667,-0.2416926
27363,1.3073267,0.1166667,-0.2416926
27364,1.3572277,0.1166667,-0.2416926
27365,1.4071287,0.1166667,-0.2416926
27366,1.4570297,0.1166667,-0.2416926
27367,1.5069307,0.1166667,-0.2416926
27368,1.5568317,0.1166667,-0.2416926
27369,1.6067327,0.1166667,-0.2416926
27370,1.6566336,0.1166667,-0.2416926
27371,1.7065346,0.1166667,-0.2416926
27372,1.7564356,0.1166667,-0.2416926
27373,1.8063366,0.1166667,-0.2416926
27374,1.8562376,0.1166667,-0.2416926
27375,1.9061387,0.1166667,-0.2416926
27376,1.9560395,0.1166667,-0.2416926
27377,2.0059407,0.1166667,-0.2416926
27378,2.0558417,0.1166667,-0.2416926
27379,2.1057427,0.1166667,-0.2416926
27380,2.1556435,0.1166667,-0.2416926
27381,2.2055445,0.1166667,-0.2416926
27382,2.2554455,0.1166667,-0.2416926
27383,2.3053465,0.1166667,-0.2416926
27384,2.3552475,0.1166667,-0.2416926
27385,2.4051485,0.1166667,-0.2416926
27386,2.4550495,0.1166667,-0.2416926
27387,2.5049505,0.1166667,-0.2416926
27388,2.5548515,0.1166667,-0.2416926
27389,2.6047525,0.1166667,-0.2416926
27390,2.6546535,0.1166667,-0.2416926
27391,2.7045546,0.1166667,-0.2416926
27392,2.7544553,0.1166667,-0.2416926
27393,2.8043563,0.1166667,-0.2416926
27394,2.8542573,0.1166667,-0.2416926
27395,2.9041584,0.1166667,-0.2416926
27396,2.9540594,0.1166667,-0.2416926
27397,3.0039604,0.1166667,-0.2416926
27398,3.0538614,0.1166667,-0.2416926
27399,3.1037624,0.1166667,-0.2416926
27400,3.1536634,0.1166667,-0.2416926
27401,3.2035644,0.1166667,-0.2416926
27402,3.2534654,0.1166667,-0.2416926
27403,3.3033664,0.1166667,-0.2416926
27404,3.3532674,0.1166667,-0.2416926
27405,3.4031682,0.1166667,-0.2416926
27406,3.4530692,0.1166667,-0.2416926
27407,3.5029702,0.1166667,-0.2416926
27408,3.5528712,0.1166667,-0.2416926
27409,3.6027722,0.1166667,-0.2416926
27410,3.6526732,0.1166667,-0.2416926
27411,3.7025743,0.1166667,-0.2416926
27412,3.7524753,0.1166667,-0.2416926
27413,3.8023763,0.1166667,-0.2416926
27414,3.8522773,0.1166667,-0.2416926
27415,3.9021783,0.1166667,-0.2416926
27416,3.9520793,0.1166667,-0.2416926
27417,4.0019803,0.1166667,-0.2416926
27418,4.0518813,0.1166667,-0.2416926
27419,4.1017823,0.1166667,-0.2416926
27420,4.1516833,0.1166667,-0.2416926
27421,4.2015843,0.1166667,-0.2416926
27422,4.2514853,0.1166667,-0.2416926
27423,4.3013864,0.1166667,-0.2416926
27424,4.3512874,0.1166667,-0.2416926
27425,4.4011879,0.1166667,-0.2416926
27426,4.4510889,0.1166667,-0.2416926
27427,4.5009899,0.1166667,-0.2416926
27428,4.5508909,0.1166667,-0.2416926
27429,4.6007919,0.1166667,-0.2416926
27430,4.6506929,0.1166667,-0.2416926
27431,4.7005939,0.1166667,-0.2416926
27432,4.750495,0.1166667,-0.2416926
27433,4.800396,0.1166667,-0.2416926
27434,4.850297,0.1166667,-0.2416926
27435,4.900198,0.1166667,-0.2416926
27436,4.950099,0.1166667,-0.2416926
27437,5.0,0.1166667,-0.2416926
27438,5.049901,0.1166667,-0.2416926
27439,5.099802,0.1166667,-0.2416926
27440,5.149703,0.1166667,-0.2416926
27441,5.199604,0.1166667,-0.2416926
27442,5.249505,0.1166667,-0.2416926
27443,5.2994061,0.1166667,-0.2416926
27444,5.3493071,0.1166667,-0.2416926
27445,5.3992081,0.1166667,-0.2416926
27446,5.4491091,0.1166667,-0.2416926
27447,5.4990101,0.1166667,-0.2416926
27448,5.5489111,0.1166667,-0.2416926
27449,5.5988121,0.1166667,-0.2416926
27450,5.6487126,0.1166667,-0.2416926
27451,5.6986136,0.1166667,-0.2416926
27452,5.7485147,0.1166667,-0.2416926
27453,5.7984157,0.1166667,-0.2416926
27454,5.8483167,0.1166667,-0.2416926
27455,5.8982177,0.1166667,-0.2416926
27456,5.9481187,0.1166667,-0.2416926
27457,5.9980197,0.1166667,-0.2416926
27458,6.0479207,0.1166667,-0.2416926
27459,6.0978217,0.1166667,-0.2416926
27460,6.1477227,0.1166667,-0.2416926
27461,6.1976237,0.1166667,-0.2416926
27462,6.2475247,0.1166667,-0.2416926
27463,6.2974257,0.1166667,-0.2416926
